MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932821,3.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-3.6600000
MsgID.LOCAL_POSITION,13.0770000,0.0692278,0.0044332,-3.0549216
MsgID.LOCAL_VELOCITY,13.0770000,0.0074432,0.0123150,-3.6662936
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932822,3.6550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.9000000
MsgID.LOCAL_POSITION,13.3270000,0.0791749,0.1217176,-3.6553104
MsgID.LOCAL_VELOCITY,13.3270000,0.0069635,0.0115213,-0.9009761
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932806,3.6000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0900000,0.0000000,1.2000000
MsgID.LOCAL_POSITION,13.5770000,-0.1025751,0.2184302,-3.6007972
MsgID.LOCAL_VELOCITY,13.5770000,0.0966524,0.0089121,1.2078502
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932827,3.1690000
MsgID.LOCAL_VELOCITY,0.0000000,1.2000000,-0.0100000,1.8300000
MsgID.LOCAL_POSITION,13.8270000,0.1281986,0.1110178,-3.1692173
MsgID.LOCAL_VELOCITY,13.8270000,1.2092294,-0.0157373,1.8399101
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932884,2.8630000
MsgID.LOCAL_VELOCITY,0.0000000,3.0300000,-0.0300000,0.4900000
MsgID.LOCAL_POSITION,14.0770000,0.7655589,-0.0056975,-2.8631907
MsgID.LOCAL_VELOCITY,14.0770000,3.0324779,-0.0328215,0.4906686
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932988,2.9340000
MsgID.LOCAL_VELOCITY,0.0000000,4.8200000,-0.0100000,-0.6800000
MsgID.LOCAL_POSITION,14.3270000,1.9240066,-0.1070667,-2.9348357
MsgID.LOCAL_VELOCITY,14.3270000,4.8265967,-0.0119232,-0.6807131
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7933088,3.0380000
MsgID.LOCAL_VELOCITY,0.0000000,5.4400000,0.0000000,-0.0400000
MsgID.LOCAL_POSITION,14.5770000,3.0333853,0.0364293,-3.0380468
MsgID.LOCAL_VELOCITY,14.5770000,5.4461918,0.0091124,-0.0466110
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7933218,3.0000000
MsgID.LOCAL_VELOCITY,0.0000000,6.2900000,0.0000000,0.2800000
MsgID.LOCAL_POSITION,14.8280000,4.4784212,-0.0996679,-3.0006838
MsgID.LOCAL_VELOCITY,14.8280000,6.2931948,0.0038526,0.2863773
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7933365,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,7.2200000,0.0400000,0.1200000
MsgID.LOCAL_POSITION,15.0780000,6.1071997,0.0505750,-2.9798663
MsgID.LOCAL_VELOCITY,15.0780000,7.2215877,0.0483559,0.1218999
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7933548,2.9980000
MsgID.LOCAL_VELOCITY,0.0000000,7.2100000,-0.0200000,0.0600000
MsgID.LOCAL_POSITION,15.3280000,8.1595545,0.1540655,-2.9989736
MsgID.LOCAL_VELOCITY,15.3280000,7.1989980,-0.0225898,0.0651176
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7933656,3.0030000
MsgID.LOCAL_VELOCITY,0.0000000,5.8000000,-0.1000000,0.2300000
MsgID.LOCAL_POSITION,15.5780000,9.3653831,0.0302101,-3.0027847
MsgID.LOCAL_VELOCITY,15.5780000,5.7730112,-0.1096597,0.2367578
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7933777,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,3.8700000,-0.0700000,0.0300000
MsgID.LOCAL_POSITION,15.8280000,10.6932726,0.0158057,-2.9954460
MsgID.LOCAL_VELOCITY,15.8280000,3.8705268,-0.0703409,0.0378090
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7933867,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,2.3000000,-0.0500000,0.0900000
MsgID.LOCAL_POSITION,16.0780000,11.6856871,0.0452872,-2.9960997
MsgID.LOCAL_VELOCITY,16.0780000,2.3039079,-0.0552592,0.0914203
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7933891,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.9000000,-0.0500000,0.0100000
MsgID.LOCAL_POSITION,16.3280000,11.9507961,0.0452354,-2.9890797
MsgID.LOCAL_VELOCITY,16.3280000,0.9035692,-0.0588402,0.0108637
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7933893,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5300000,-0.0500000,0.0100000
MsgID.LOCAL_POSITION,16.5780000,11.9759941,-0.0343926,-2.9848020
MsgID.LOCAL_VELOCITY,16.5780000,-0.5348576,-0.0522480,0.0101195
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7933867,2.9750000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7400000,-0.0100000,-0.0400000
MsgID.LOCAL_POSITION,16.8280000,11.6890888,0.0787423,-2.9758449
MsgID.LOCAL_VELOCITY,16.8280000,-1.7417217,-0.0199435,-0.0416887
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7933806,2.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5500000,-0.0600000,-0.1300000
MsgID.LOCAL_POSITION,17.0780000,11.0137644,-0.0059045,-2.9762316
MsgID.LOCAL_VELOCITY,17.0780000,-2.5572214,-0.0691634,-0.1359430
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7933758,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2400000,-0.0300000,-0.1000000
MsgID.LOCAL_POSITION,17.3280000,10.4724464,-0.0823867,-2.9881701
MsgID.LOCAL_VELOCITY,17.3280000,-2.2453046,-0.0381616,-0.1001570
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7933726,2.9820000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2200000,0.0100000,-0.0200000
MsgID.LOCAL_POSITION,17.5780000,10.1228123,-0.0844459,-2.9823356
MsgID.LOCAL_VELOCITY,17.5780000,-1.2264417,0.0135683,-0.0244238
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7933717,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4700000,0.0100000,-0.0600000
MsgID.LOCAL_POSITION,17.8280000,10.0253992,-0.0785476,-2.9847043
MsgID.LOCAL_VELOCITY,17.8280000,-0.4785131,0.0175499,-0.0671275
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7933698,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2400000,0.3400000,-0.0400000
MsgID.LOCAL_POSITION,18.0780000,9.8061895,-0.0565787,-2.9908583
MsgID.LOCAL_VELOCITY,18.0780000,-0.2404103,0.3414122,-0.0449130
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7933691,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2100000,1.4800000,-0.0200000
MsgID.LOCAL_POSITION,18.3280000,9.7374268,0.1659037,-2.9853802
MsgID.LOCAL_VELOCITY,18.3280000,-0.2144391,1.4809282,-0.0287607
MsgID.GLOBAL_POSITION,0.0000000,-122.3957435,37.7933690,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1300000,2.7800000,-0.0400000
MsgID.LOCAL_POSITION,18.5790000,9.7195435,0.7476900,-2.9892058
MsgID.LOCAL_VELOCITY,18.5790000,-0.1312070,2.7814667,-0.0451209
MsgID.GLOBAL_POSITION,0.0000000,-122.3957361,37.7933699,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,3.8400000,-0.0400000
MsgID.LOCAL_POSITION,18.8290000,9.8181019,1.4071485,-2.9896176
MsgID.LOCAL_VELOCITY,18.8290000,-0.0531133,3.8408842,-0.0494187
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957210,37.7933688,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,4.9500000,-0.0100000
MsgID.LOCAL_POSITION,19.0790000,9.6978645,2.7461510,-2.9890590
MsgID.LOCAL_VELOCITY,19.0790000,0.0024478,4.9513130,-0.0148565
MsgID.GLOBAL_POSITION,0.0000000,-122.3957065,37.7933680,2.9820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0800000,5.8500000,0.0300000
MsgID.LOCAL_POSITION,19.3290000,9.6117563,4.0324407,-2.9826789
MsgID.LOCAL_VELOCITY,19.3290000,0.0876674,5.8588285,0.0333261
MsgID.GLOBAL_POSITION,0.0000000,-122.3956899,37.7933688,2.9910000
MsgID.LOCAL_VELOCITY,0.0000000,0.2600000,6.8700000,-0.0200000
MsgID.LOCAL_POSITION,19.5790000,9.7000961,5.5070229,-2.9911051
MsgID.LOCAL_VELOCITY,19.5790000,0.2646339,6.8792319,-0.0252603
MsgID.GLOBAL_POSITION,0.0000000,-122.3956690,37.7933704,3.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.3800000,7.2600000,0.0300000
MsgID.LOCAL_POSITION,19.8290000,9.8795376,7.3666134,-3.0056739
MsgID.LOCAL_VELOCITY,19.8290000,0.3805274,7.2609048,0.0351070
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956496,37.7933698,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.3100000,5.9700000,0.1600000
MsgID.LOCAL_POSITION,20.0790000,9.8091640,9.0955400,-3.0111849
MsgID.LOCAL_VELOCITY,20.0790000,0.3198995,5.9742999,0.1602664
MsgID.GLOBAL_POSITION,0.0000000,-122.3956375,37.7933697,3.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.2800000,4.4100000,0.1500000
MsgID.LOCAL_POSITION,20.3290000,9.8004074,10.1648216,-3.0033541
MsgID.LOCAL_VELOCITY,20.3290000,0.2852846,4.4122672,0.1591568
MsgID.GLOBAL_POSITION,0.0000000,-122.3956255,37.7933705,3.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.2400000,2.7500000,0.1500000
MsgID.LOCAL_POSITION,20.5790000,9.8927765,11.2387590,-3.0122344
MsgID.LOCAL_VELOCITY,20.5790000,0.2448174,2.7565947,0.1580948
MsgID.GLOBAL_POSITION,0.0000000,-122.3956204,37.7933726,3.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.2200000,1.3900000,0.1700000
MsgID.LOCAL_POSITION,20.8290000,10.1240416,11.6856594,-3.0143003
MsgID.LOCAL_VELOCITY,20.8290000,0.2242299,1.3989388,0.1765348
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956174,37.7933735,3.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0800000,-0.0900000,0.1100000
MsgID.LOCAL_POSITION,21.0790000,10.2196245,11.9564667,-3.0073044
MsgID.LOCAL_VELOCITY,21.0790000,0.0885998,-0.0969879,0.1134444
MsgID.GLOBAL_POSITION,0.0000000,-122.3956181,37.7933727,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0700000,-1.2700000,0.1600000
MsgID.LOCAL_POSITION,21.3290000,10.1306772,11.8970175,-3.0029087
MsgID.LOCAL_VELOCITY,21.3290000,-0.0790205,-1.2705996,0.1607874
MsgID.GLOBAL_POSITION,0.0000000,-122.3956239,37.7933739,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1700000,-2.4300000,0.0000000
MsgID.LOCAL_POSITION,21.5790000,10.2649879,11.3821106,-2.9877741
MsgID.LOCAL_VELOCITY,21.5790000,-0.1791040,-2.4345071,-0.0058674
MsgID.GLOBAL_POSITION,0.0000000,-122.3956319,37.7933732,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3000000,-2.5000000,0.0100000
MsgID.LOCAL_POSITION,21.8300000,10.1885548,10.6636267,-2.9894953
MsgID.LOCAL_VELOCITY,21.8300000,-0.3057457,-2.5026886,0.0151095
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956387,37.7933714,2.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3200000,-1.6900000,-0.0100000
MsgID.LOCAL_POSITION,22.0800000,9.9915218,10.0653667,-2.9811368
MsgID.LOCAL_VELOCITY,22.0800000,-0.3265308,-1.6968195,-0.0116456
MsgID.GLOBAL_POSITION,0.0000000,-122.3956419,37.7933706,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1300000,-0.7900000,-0.1300000
MsgID.LOCAL_POSITION,22.3300000,9.8963785,9.7771740,-2.9800134
MsgID.LOCAL_VELOCITY,22.3300000,-0.1392142,-0.7907881,-0.1369420
MsgID.GLOBAL_POSITION,0.0000000,-122.3956451,37.7933697,2.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9300000,-0.4800000,-0.1500000
MsgID.LOCAL_POSITION,22.5800000,9.7944956,9.4925003,-2.9813035
MsgID.LOCAL_VELOCITY,22.5800000,-0.9375209,-0.4800906,-0.1537087
MsgID.GLOBAL_POSITION,0.0000000,-122.3956466,37.7933667,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2300000,-0.3200000,-0.1400000
MsgID.LOCAL_POSITION,22.8300000,9.4626675,9.3625908,-2.9907689
MsgID.LOCAL_VELOCITY,22.8300000,-2.2411313,-0.3254508,-0.1398980
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956451,37.7933605,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-3.4300000,-0.1200000,-0.1000000
MsgID.LOCAL_POSITION,23.0800000,8.7762899,9.4939699,-2.9927502
MsgID.LOCAL_VELOCITY,23.0800000,-3.4379582,-0.1278050,-0.1016351
MsgID.GLOBAL_POSITION,0.0000000,-122.3956445,37.7933505,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-4.4200000,0.0100000,-0.0800000
MsgID.LOCAL_POSITION,23.3300000,7.6610322,9.5460920,-2.9948931
MsgID.LOCAL_VELOCITY,23.3300000,-4.4297709,0.0179200,-0.0819757
MsgID.GLOBAL_POSITION,0.0000000,-122.3956443,37.7933378,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-5.4800000,0.1600000,0.0000000
MsgID.LOCAL_POSITION,23.5800000,6.2528477,9.5624523,-2.9944987
MsgID.LOCAL_VELOCITY,23.5800000,-5.4808087,0.1616638,-0.0044851
MsgID.GLOBAL_POSITION,0.0000000,-122.3956458,37.7933253,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,-6.3900000,0.3100000,-0.0400000
MsgID.LOCAL_POSITION,23.8300000,4.8697901,9.4284973,-3.0064099
MsgID.LOCAL_VELOCITY,23.8300000,-6.3974075,0.3155700,-0.0434889
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956443,37.7933102,2.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-7.1500000,0.6100000,0.0600000
MsgID.LOCAL_POSITION,24.0800000,3.1894786,9.5642223,-2.9981678
MsgID.LOCAL_VELOCITY,24.0800000,-7.1513019,0.6109207,0.0687517
MsgID.GLOBAL_POSITION,0.0000000,-122.3956414,37.7932952,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-6.6300000,0.7000000,0.0400000
MsgID.LOCAL_POSITION,24.3300000,1.5182931,9.8182974,-2.9893975
MsgID.LOCAL_VELOCITY,24.3300000,-6.6316280,0.7067547,0.0471828
MsgID.GLOBAL_POSITION,0.0000000,-122.3956396,37.7932816,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-4.6200000,0.5200000,-0.0300000
MsgID.LOCAL_POSITION,24.5810000,0.0107874,9.9853039,-2.9924295
MsgID.LOCAL_VELOCITY,24.5810000,-4.6235442,0.5286577,-0.0338913
MsgID.GLOBAL_POSITION,0.0000000,-122.3956385,37.7932738,2.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-3.2000000,0.1600000,-0.0300000
MsgID.LOCAL_POSITION,24.8310000,-0.8524378,10.0814571,-2.9931786
MsgID.LOCAL_VELOCITY,24.8310000,-3.2024848,0.1676279,-0.0344498
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956397,37.7932671,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5300000,-1.0000000,0.0300000
